title,isAd,location,paymentOptions,highlightedAmenities,link,snippet_text,snippet_title,price_withTaxesAndCharges,price_currency,price_value,rating_score,rating_reviews,marketplace
Park Plaza Wallstreet Berlin Mitte,False,Mitte,Fully refundable,,https://www.hotels.com/ho238984/park-plaza-wallstreet-berlin-mitte-berlin-germany/,,,137,$,122,8.6,995.0,hotelscom
Hotelpension Margrit,False,Wilmersdorf,,Breakfast included,https://www.hotels.com/ho314081/hotelpension-margrit-berlin-germany/,,,76,$,68,7.6,149.0,hotelscom
"InterContinental Berlin, an IHG Hotel",False,Tiergarten,"Reserve now, pay later",Pool,https://www.hotels.com/ho106207/intercontinental-berlin-berlin-germany/,,,265,$,226,9.2,1002.0,hotelscom
"Hotel Berlin, Berlin, a member of Radisson Individuals",False,Tiergarten,,,https://www.hotels.com/ho163175/hotel-berlin-berlin-berlin-germany/,,,131,$,117,8.0,1017.0,hotelscom
TITANIC Gendarmenmarkt Berlin,False,Mitte,Fully refundable,,https://www.hotels.com/ho477652/titanic-gendarmenmarkt-berlin-berlin-germany/,,,284,$,254,9.2,1005.0,hotelscom
Leonardo Boutique Hotel Berlin City South,False,Berlin,,,https://www.hotels.com/ho233361/leonardo-boutique-hotel-berlin-city-south-berlin-germany/,,,99,$,89,8.0,461.0,hotelscom
TWO Hotel Berlin by Axel - Adults Only,False,Wilmersdorf,Fully refundable,,https://www.hotels.com/ho650719/two-hotel-berlin-by-axel-adults-only-berlin-germany/,,,102,$,91,8.2,797.0,hotelscom
Mercure Hotel & Residenz Checkpoint Charlie,False,Mitte,,,https://www.hotels.com/ho192445/mercure-hotel-residenz-checkpoint-charlie-berlin-germany/,,,140,$,125,9.0,994.0,hotelscom
Abacus Tierpark Hotel Berlin,False,Berlin,,,https://www.hotels.com/ho200481/abacus-tierpark-hotel-berlin-berlin-germany/,,,107,$,96,8.0,632.0,hotelscom
"Hotel am Steinplatz, Autograph Collection",False,Berlin,,,https://www.hotels.com/ho441511/hotel-am-steinplatz-autograph-collection-berlin-germany/,,,269,$,240,9.6,564.0,hotelscom
Best Western Hotel Berlin-Mitte,False,Mitte,Fully refundable,,https://www.hotels.com/ho255035/best-western-hotel-berlin-mitte-berlin-germany/,,,114,$,102,7.8,804.0,hotelscom
City Hotel am Kurfürstendamm,False,Berlin,,,https://www.hotels.com/ho269896/city-hotel-am-kurfurstendamm-berlin-germany/,,,173,$,154,6.4,662.0,hotelscom
"Hotel Indigo Berlin - East Side Gallery, an IHG Hotel",False,Friedrichshain,Fully refundable,,https://www.hotels.com/ho887595808/hotel-indigo-berlin-east-side-gallery-an-ihg-hotel-berlin-germany/,,,252,$,215,9.4,241.0,hotelscom
NH Berlin Alexanderplatz,False,Friedrichshain,,,https://www.hotels.com/ho164663/nh-berlin-alexanderplatz-berlin-germany/,,,145,$,129,8.4,302.0,hotelscom
greet Berlin Alexanderplatz,False,Mitte,,,https://www.hotels.com/ho359019/greet-berlin-alexanderplatz-opening-march-2022-berlin-germany/,,,143,$,126,8.0,709.0,hotelscom
Motel One Berlin - Potsdamer Platz,False,Mitte,Fully refundable,,https://www.hotels.com/ho463499/motel-one-berlin-potsdamer-platz-berlin-germany/,,,137,$,122,9.0,371.0,hotelscom
Hotel Adele,False,Prenzlauer Berg,,,https://www.hotels.com/ho330802/hotel-adele-berlin-germany/,,,124,$,111,8.0,105.0,hotelscom
Quentin Design Hotel Berlin,False,Berlin,,,https://www.hotels.com/ho230823/quentin-design-hotel-berlin-berlin-germany/,,,87,$,77,7.2,630.0,hotelscom
abba Berlin hotel,False,Berlin,,,https://www.hotels.com/ho331700/abba-berlin-hotel-berlin-germany/,,,109,$,97,8.6,749.0,hotelscom
ibis Styles Berlin City Ost,False,Friedrichshain,,,https://www.hotels.com/ho218308/ibis-styles-berlin-city-ost-berlin-germany/,,,99,$,88,8.2,585.0,hotelscom
Ocak Hotel,False,Berlin,,,https://www.hotels.com/ho1857316192/ocak-hotel-berlin-germany/,,,179,$,160,7.6,40.0,hotelscom
Vienna House by Wyndham Andel's Berlin,False,Prenzlauer Berg,,Hot tub,https://www.hotels.com/ho279149/vienna-house-andel-s-berlin-berlin-germany/,,,164,$,147,8.8,1000.0,hotelscom
Hollywood Media Hotel,False,Berlin,,,https://www.hotels.com/ho449552/hollywood-media-hotel-berlin-germany/,,,119,$,106,8.8,1012.0,hotelscom
The Weinmeister Berlin-Mitte - Adults Only,False,Berlin,,,https://www.hotels.com/ho401126/the-weinmeister-berlin-mitte-adults-only-berlin-germany/,,,139,$,124,8.2,770.0,hotelscom
Vienna House Easy by Wyndham Berlin Prenzlauer Berg,False,Prenzlauer Berg,Fully refundable,,https://www.hotels.com/ho171208/vienna-house-easy-berlin-berlin-germany/,,,171,$,153,9.0,707.0,hotelscom
Eurostars Berlin,False,Mitte,Fully refundable,,https://www.hotels.com/ho368508/eurostars-berlin-berlin-germany/,,,162,$,145,8.8,995.0,hotelscom
Hotel Prens Berlin,False,Kreuzberg,Fully refundable,,https://www.hotels.com/ho398820/hotel-prens-berlin-berlin-germany/,,,125,$,106,7.8,304.0,hotelscom
Courtyard by Marriott Berlin City Center,False,Mitte,,,https://www.hotels.com/ho229055/courtyard-by-marriott-berlin-city-center-berlin-germany/,,,166,$,148,9.2,30.0,hotelscom
"Provocateur, Berlin, a Member of Design Hotels",False,Wilmersdorf,"Reserve now, pay later",,https://www.hotels.com/ho642384/provocateur-berlin-germany/,,,137,$,122,9.0,210.0,hotelscom
harry's home hotel & apartments,False,Berlin,,,https://www.hotels.com/ho2879742368/harry-s-home-hotel-apartments-berlin-germany/,,,132,$,118,,,hotelscom
Henri Hotel Berlin,False,Berlin,Fully refundable,,https://www.hotels.com/ho122327/henri-hotel-berlin-kurfurstendamm-berlin-germany/,,,142,$,127,8.8,288.0,hotelscom
Novum Hotel City B Berlin Centrum,False,Schöneberg,,,https://www.hotels.com/ho252625/novum-hotel-city-b-berlin-centrum-berlin-germany/,,,117,$,105,7.6,1005.0,hotelscom
Casa Camper Berlin,False,Berlin,Fully refundable,,https://www.hotels.com/ho325073/casa-camper-berlin-berlin-germany/,,,293,$,262,9.6,592.0,hotelscom
Hotel Goldmarie,False,Friedrichshain,Fully refundable,,https://www.hotels.com/ho644384160/hotel-goldmarie-berlin-germany/,,,116,$,103,7.8,267.0,hotelscom
Hotel Elba am Kurfürstendamm - Design Chambers,False,Berlin,Fully refundable,,https://www.hotels.com/ho284956/hotel-elba-am-kurfurstendamm-design-chambers-berlin-germany/,,,149,$,133,8.6,72.0,hotelscom
Motel One Berlin Bellevue,False,Berlin,Fully refundable,,https://www.hotels.com/ho350853/motel-one-berlin-bellevue-berlin-germany/,,,125,$,112,8.8,523.0,hotelscom
Motel One Berlin - Hackescher Markt,False,Berlin,Fully refundable,,https://www.hotels.com/ho278729/motel-one-berlin-hackescher-markt-berlin-germany/,,,137,$,122,8.8,266.0,hotelscom
"Holiday Inn Berlin City Center East Prenzlauer Berg, an IHG Hotel",False,Prenzlauer Berg,"Reserve now, pay later",,https://www.hotels.com/ho105554/holiday-inn-berlin-city-center-east-prenzlauer-berg-berlin-germany/,,,137,$,122,8.4,881.0,hotelscom
Hotel Neuer Fritz Berlin,False,Mitte,,,https://www.hotels.com/ho284788/hotel-neuer-fritz-berlin-berlin-germany/,,,166,$,148,8.4,59.0,hotelscom
Hotel Tiergarten Berlin,False,Berlin,Fully refundable,,https://www.hotels.com/ho109530/hotel-tiergarten-berlin-berlin-germany/,,,120,$,107,8.2,308.0,hotelscom
Living Hotel Berlin Mitte,False,Mitte,,,https://www.hotels.com/ho195033/living-hotel-berlin-mitte-berlin-germany/,,,124,$,111,8.4,990.0,hotelscom
Aspria Berlin Ku damm,False,Berlin,,Pool,https://www.hotels.com/ho268430/aspria-berlin-ku-damm-berlin-germany/,,,168,$,150,8.8,275.0,hotelscom
Motel & Rasthof Avus,False,Berlin,Fully refundable,Breakfast included,https://www.hotels.com/ho3027904/motel-rasthof-avus-berlin-germany/,,,102,$,91,8.2,49.0,hotelscom
INNSiDE by Meliá Berlin Mitte,False,Mitte,Fully refundable,,https://www.hotels.com/ho360863/innside-by-melia-berlin-mitte-berlin-germany/,,,96,$,86,8.8,997.0,hotelscom
Best Western Plus Plaza Berlin Kurfuerstendamm,False,Berlin,,,https://www.hotels.com/ho427789/best-western-plus-plaza-berlin-kurfuerstendamm-berlin-germany/,,,131,$,117,8.2,995.0,hotelscom
Hotel Kastanienhof Berlin,False,Mitte,Fully refundable,,https://www.hotels.com/ho393713/hotel-kastanienhof-berlin-berlin-germany/,,,178,$,159,8.8,253.0,hotelscom
Yggotel Ravn,False,Wilmersdorf,,,https://www.hotels.com/ho218534/hotel-franke-berlin-germany/,,,104,$,93,7.8,997.0,hotelscom
SO/ Berlin Das Stue,False,Berlin,,Pool,https://www.hotels.com/ho414464/so-berlin-das-stue-berlin-germany/,,,442,$,395,9.6,712.0,hotelscom
Air in Berlin Hotel,False,Berlin,,,https://www.hotels.com/ho200674/air-in-berlin-hotel-berlin-germany/,,,204,$,182,7.8,852.0,hotelscom
acama Hotel & Hostel Kreuzberg,False,Kreuzberg,,,https://www.hotels.com/ho409005/acama-hotel-hostel-kreuzberg-berlin-germany/,,,87,$,78,7.4,592.0,hotelscom
ADELANTE Boutique Hotel,False,Mitte,Fully refundable,,https://www.hotels.com/ho357819/adelante-boutique-hotel-berlin-germany/,,,164,$,146,9.2,264.0,hotelscom
ADELANTE Boutique Hotel,False,Mitte,Fully refundable,,https://www.hotels.com/ho357819/adelante-boutique-hotel-berlin-germany/,,,164,$,146,9.2,264.0,hotelscom
Hotel the YARD,False,Kreuzberg,,Pool,https://www.hotels.com/ho654638/hotel-the-yard-berlin-germany/,,,166,$,149,9.0,249.0,hotelscom
H+ Hotel Berlin Mitte,False,Mitte,,Breakfast included,https://www.hotels.com/ho232116/h-hotel-berlin-mitte-berlin-germany/,,,119,$,107,8.6,1000.0,hotelscom
Hotel Carolinenhof,False,Wilmersdorf,Fully refundable,Breakfast included,https://www.hotels.com/ho170804/hotel-carolinenhof-berlin-germany/,,,151,$,135,8.2,399.0,hotelscom
JW Marriott Hotel Berlin,False,Berlin,Fully refundable,Pool,https://www.hotels.com/ho226979/hotel-berlin-central-district-berlin-germany/,,,206,$,184,8.6,1007.0,hotelscom
Hotel Vier Jahreszeiten Berlin City,False,Kreuzberg,,,https://www.hotels.com/ho438867/hotel-vier-jahreszeiten-berlin-city-berlin-germany/,,,123,$,110,8.0,266.0,hotelscom
Down Town Motel,False,Berlin,Fully refundable,,https://www.hotels.com/ho1067162368/down-town-motel-karolinenhof-germany/,,,114,$,102,10.0,1.0,hotelscom
Fjord Hotel Berlin,False,Tiergarten,Fully refundable,,https://www.hotels.com/ho243926/fjord-hotel-berlin-berlin-germany/,,,105,$,94,8.4,991.0,hotelscom
Ku' Damm 101 Hotel,False,Berlin,Fully refundable,,https://www.hotels.com/ho204151/ku-damm-101-hotel-berlin-germany/,,,157,$,140,8.4,993.0,hotelscom
Hotel LINDEMANN'S Berlin,False,Schöneberg,Fully refundable,,https://www.hotels.com/ho261905/hotel-lindemann-s-berlin-berlin-germany/,,,98,$,88,8.8,992.0,hotelscom
Hotel Karlshorst,False,Berlin,,,https://www.hotels.com/ho549905/hotel-karlshorst-berlin-germany/,,,148,$,132,6.4,612.0,hotelscom
Classik Hotel Hackescher Markt,False,Mitte,Fully refundable,,https://www.hotels.com/ho191267/classik-hotel-hackescher-markt-berlin-germany/,,,130,$,116,8.4,234.0,hotelscom
Wilmina,False,Berlin,Fully refundable,,https://www.hotels.com/ho2849974752/wilmina-berlin-germany/,,,163,$,146,10.0,1.0,hotelscom
Honigmond Boutique Hotel Berlin - Mitte,False,Mitte,,,https://www.hotels.com/ho454547/honigmond-boutique-hotel-berlin-mitte-berlin-germany/,,,214,$,191,9.2,144.0,hotelscom
Alfa Hotel,False,Berlin,,,https://www.hotels.com/ho200289/alfa-hotel-berlin-germany/,,,97,$,86,8.0,987.0,hotelscom
NH Berlin Potsdamer Platz,False,Kreuzberg,,,https://www.hotels.com/ho356363/nh-berlin-potsdamer-platz-berlin-germany/,,,122,$,109,8.6,733.0,hotelscom
Quentin Boutique Hotel,False,Berlin,,,https://www.hotels.com/ho393607/quentin-boutique-hotel-berlin-germany/,,,93,$,83,7.8,536.0,hotelscom
Ameron Boutique Hotel Villa Abion Berlin,False,Berlin,Fully refundable,,https://www.hotels.com/ho353942/ameron-boutique-hotel-villa-abion-berlin-berlin-germany/,,,192,$,171,9.4,160.0,hotelscom
Novotel Suites Berlin City Potsdamer Platz,False,Kreuzberg,,,https://www.hotels.com/ho238965/novotel-suites-berlin-city-potsdamer-platz-berlin-germany/,,,189,$,169,8.2,995.0,hotelscom
Upper Room Hotel Kurfurstendamm,False,Berlin,Fully refundable,,https://www.hotels.com/ho562448/upper-room-hotel-kurfurstendamm-berlin-germany/,,,79,$,71,6.8,655.0,hotelscom
Grand Hostel Berlin Urban,False,Neukölln,,,https://www.hotels.com/ho209793/grand-hostel-berlin-urban-berlin-germany/,,,69,$,61,7.8,520.0,hotelscom
"The Ritz-Carlton, Berlin",False,Tiergarten,,Pool,https://www.hotels.com/ho216476/the-ritz-carlton-berlin-berlin-germany/,,,471,$,421,9.4,991.0,hotelscom
